Bill Name,Committee Name,Congress
116-HB2941,Veterans' Affairs,116
116-HB7503,Judiciary,116
116-HB3866,Veterans' Affairs,116
116-HB6224,Transportation And Infrastructure,116
117-HB2207,Ways And Means,117
117-HB9392,Ways And Means,117
116-HB8277,Energy And Commerce,116
116-HB7796,Financial Services,116
116-HB1431,Ways And Means,116
117-HB4009,Natural Resources,117
116-HB5282,Judiciary,116
117-HB1327,Oversight and Reform,117
117-HB8560,Intelligence,117
117-HB582,Administration,117
116-HB2548,Transportation And Infrastructure,116
116-HB845,Oversight and Reform,116
117-HB3394,Transportation And Infrastructure,117
116-HB6730,Transportation And Infrastructure,116
117-HR1511,Education and Labor,117
116-HB2391,Financial Services,116
117-HB9555,Energy And Commerce,117
116-HB4595,Oversight and Reform,116
117-HB4531,Small Business,117
117-HB396,Homeland Security,117
116-HB46,Ways And Means,116
116-HB8747,Education and Labor,116
116-HB3661,Small Business,116
116-HB7028,Homeland Security,116
117-HB8833,Financial Services,117
117-HB2827,Armed Services,117
117-HB3323,Financial Services,117
116-HB6859,Financial Services,116
117-HR871,Oversight and Reform,117
117-HB2942,Ways And Means,117
117-HB4167,Natural Resources,117
116-HB2152,Energy And Commerce,116
116-HB1478,Energy And Commerce,116
117-HB1906,Judiciary,117
117-HB8414,Ways And Means,117
117-HB8459,Foreign Affairs,117
117-HR1053,Oversight and Reform,117
116-HB2477,Ways And Means,116
116-HB1987,Ways And Means,116
116-HB7512,Administration,116
116-HR570,Energy And Commerce,116
117-HB7269,Ways And Means,117
116-HB3591,Education and Labor,116
116-HB6353,Veterans' Affairs,116
117-HR1230,Rules,117
117-HB5961,Judiciary,117
117-HB5377,Energy And Commerce,117
117-HB7205,Judiciary,117
116-HB5304,Energy And Commerce,116
116-HB6839,Energy And Commerce,116
117-HB215,Administration,117
117-HB6291,"Science, Space, And Technology",117
117-HB7818,Judiciary,117
116-HB7243,Transportation And Infrastructure,116
116-HB6852,Financial Services,116
116-HB1916,Education and Labor,116
116-HB6612,Veterans' Affairs,116
117-HB2720,Energy And Commerce,117
116-HB8235,Judiciary,116
116-HB3140,Transportation And Infrastructure,116
116-HB3824,Natural Resources,116
116-HB1459,Foreign Affairs,116
117-HB7062,Administration,117
117-HB4874,Veterans' Affairs,117
117-HR765,Judiciary,117
116-HB2837,Judiciary,116
117-HB7552,Small Business,117
117-HB254,Energy And Commerce,117
116-HR161,Energy And Commerce,116
116-HB6999,Energy And Commerce,116
116-HB7598,Armed Services,116
117-HB6942,Ways And Means,117
116-HB1640,Judiciary,116
117-HB4060,Judiciary,117
116-HB5303,Natural Resources,116
117-HB8471,Energy And Commerce,117
117-HB4298,Judiciary,117
116-HR1269,Education and Labor,116
116-HB2619,Judiciary,116
116-HR433,Ways And Means,116
117-HB2431,Energy And Commerce,117
116-HB8804,Foreign Affairs,116
116-HB2578,Financial Services,116
116-HB7297,Judiciary,116
116-HR243,Judiciary,116
116-HB1528,Judiciary,116
116-HB6954,Oversight and Reform,116
116-HB6960,Small Business,116
116-HB5365,Energy And Commerce,116
116-HB4725,Oversight and Reform,116
117-HB7608,Energy And Commerce,117
116-HB8012,Judiciary,116
117-HB8713,Judiciary,117
116-HB1583,Education and Labor,116
116-HB2474,Education and Labor,116
116-HB8210,Energy And Commerce,116
117-HCR111,Oversight and Reform,117
117-HB3048,Natural Resources,117
117-HB3871,Education and Labor,117
117-HB6427,Natural Resources,117
116-HB5785,Veterans' Affairs,116
117-HB192,Energy And Commerce,117
117-HB631,Natural Resources,117
117-HB7961,Judiciary,117
117-HB4393,Oversight and Reform,117
116-HR524,Foreign Affairs,116
117-HB3868,Judiciary,117
116-HB3162,Energy And Commerce,116
117-HB1088,Armed Services,117
116-HCR26,Foreign Affairs,116
117-HB4445,Judiciary,117
116-HB5071,Oversight and Reform,116
117-HR1092,"Science, Space, And Technology",117
116-HB6458,Ways And Means,116
117-HB62,"Science, Space, And Technology",117
117-HB8216,Education and Labor,117
116-HB365,Homeland Security,116
117-HB1103,Energy And Commerce,117
116-HB2593,Ways And Means,116
116-HR1139,Natural Resources,116
116-HB8578,Armed Services,116
116-HB7486,Education and Labor,116
116-HB7424,Armed Services,116
117-HB5923,Judiciary,117
116-HR560,Rules,116
117-HB2804,Education and Labor,117
116-HB7800,Transportation And Infrastructure,116
116-HB4596,Education and Labor,116
116-HB6213,Energy And Commerce,116
117-HB8855,Energy And Commerce,117
117-HB3416,Financial Services,117
117-HB8762,Ways And Means,117
117-HB5731,Judiciary,117
117-HB3544,Oversight and Reform,117
116-HB6974,Financial Services,116
117-HB5160,Small Business,117
116-HB5874,Transportation And Infrastructure,116
116-HB2241,Energy And Commerce,116
116-HB6261,Natural Resources,116
116-HB982,Ways And Means,116
116-HB7300,Energy And Commerce,116
117-HB9245,"Science, Space, And Technology",117
116-HR312,Education and Labor,116
116-HB3702,Financial Services,116
116-HB146,Judiciary,116
117-HR1480,Foreign Affairs,117
117-HB7656,Education and Labor,117
116-HR622,Oversight and Reform,116
117-HB1335,Energy And Commerce,117
117-HB842,Education and Labor,117
116-HR201,Administration,116
117-HB9043,Judiciary,117
117-HB7676,Ways And Means,117
117-HB9481,Ways And Means,117
116-HR834,Oversight and Reform,116
116-HB8563,Transportation And Infrastructure,116
117-HB1477,Judiciary,117
117-HB8712,Oversight and Reform,117
117-HB6140,Foreign Affairs,117
116-HB6991,Foreign Affairs,116
116-HB1917,Oversight and Reform,116
117-HB1957,Veterans' Affairs,117
117-HB7215,Education and Labor,117
117-HB8645,Energy And Commerce,117
117-HB2086,Judiciary,117
117-HB6533,Energy And Commerce,117
117-HB579,Education and Labor,117
117-HB7404,Transportation And Infrastructure,117
116-HB6558,Judiciary,116
116-HB963,Financial Services,116
116-HB1934,Energy And Commerce,116
116-HB668,Administration,116
117-HB2359,Natural Resources,117
116-HB48,Judiciary,116
117-HR1076,Small Business,117
116-HB563,Armed Services,116
117-HB5924,Judiciary,117
117-HB9497,Foreign Affairs,117
117-HB5820,Energy And Commerce,117
117-HB8544,Foreign Affairs,117
116-HB2813,Judiciary,116
117-HB5121,Foreign Affairs,117
117-HB4640,Ways And Means,117
117-HR960,Judiciary,117
117-HR176,Budget,117
117-HB7753,Veterans' Affairs,117
116-HB8938,Energy And Commerce,116
117-HB4177,Ways And Means,117
116-HR173,Natural Resources,116
116-HB5169,Armed Services,116
116-HB3995,Veterans' Affairs,116
116-HB4802,Foreign Affairs,116
117-HB5666,Veterans' Affairs,117
117-HB4084,Energy And Commerce,117
116-HB2242,Transportation And Infrastructure,116
117-HB3417,Financial Services,117
116-HB615,Foreign Affairs,116
116-HB1367,Energy And Commerce,116
116-HB6989,Judiciary,116
116-HB2351,Transportation And Infrastructure,116
116-HB879,Transportation And Infrastructure,116
117-HB1653,"Science, Space, And Technology",117
116-HR181,Oversight and Reform,116
116-HB532,Judiciary,116
117-HB7070,Education and Labor,117
117-HB5018,Budget,117
116-HB7808,Energy And Commerce,116
116-HB2046,Foreign Affairs,116
116-HB8257,Veterans' Affairs,116
116-HB4729,Judiciary,116
116-HB4714,Agriculture,116
117-HB1179,Financial Services,117
117-HB5717,Judiciary,117
117-HB4461,Education and Labor,117
117-HB5872,Energy And Commerce,117
117-HB3158,Natural Resources,117
117-HB998,Natural Resources,117
117-HB9488,Financial Services,117
116-HB5621,Armed Services,116
117-HR374,Judiciary,117
117-HB6349,Education and Labor,117
117-HB4022,Judiciary,117
117-HB7323,Education and Labor,117
116-HB4557,Oversight and Reform,116
116-HB1427,Oversight and Reform,116
117-HB6493,Education and Labor,117
117-HB3095,Transportation And Infrastructure,117
117-HB4344,Education and Labor,117
117-HB3133,"Science, Space, And Technology",117
117-HB2281,Financial Services,117
117-HB1742,Ways And Means,117
117-HB5533,Natural Resources,117
117-HB5111,Oversight and Reform,117
117-HB239,Veterans' Affairs,117
116-HB1543,Oversight and Reform,116
116-HB3232,Education and Labor,116
117-HB354,Judiciary,117
116-HB3855,Judiciary,116
116-HR1221,Judiciary,116
117-HB7739,Financial Services,117
117-HB4276,Judiciary,117
116-HB6841,Ways And Means,116
116-HR958,Foreign Affairs,116
117-HB8843,Transportation And Infrastructure,117
117-HR1312,Administration,117
117-HB9240,Judiciary,117
116-HB1925,Veterans' Affairs,116
116-HB4021,Oversight and Reform,116
116-HB5764,Education and Labor,116
116-HB8124,Judiciary,116
117-HB6977,Energy And Commerce,117
116-HB8330,Energy And Commerce,116
117-HB5847,Transportation And Infrastructure,117
116-HB2883,Energy And Commerce,116
116-HB644,Natural Resources,116
116-HB4938,Energy And Commerce,116
117-HB4988,Rules,117
116-HB1429,Appropriations,116
117-HB6308,Ways And Means,117
117-HR1264,Energy And Commerce,117
117-HB9145,Foreign Affairs,117
116-HR1087,Judiciary,116
117-HB8996,Judiciary,117
116-HB843,Transportation And Infrastructure,116
117-HB461,Judiciary,117
117-HB3898,Energy And Commerce,117
116-HB3230,Judiciary,116
117-HB5541,Ways And Means,117
117-HB2630,Energy And Commerce,117
116-HB7986,Natural Resources,116
116-HB2842,Judiciary,116
116-HB4009,Judiciary,116
117-HB1313,Ways And Means,117
117-HB2771,Energy And Commerce,117
116-HB485,Veterans' Affairs,116
117-HB110,Veterans' Affairs,117
116-HB855,Transportation And Infrastructure,116
117-HR1442,Natural Resources,117
117-HB9157,Financial Services,117
117-HB7150,Education and Labor,117
117-HB4969,Ways And Means,117
117-HB2054,Energy And Commerce,117
117-HB2239,Oversight and Reform,117
117-HR1315,Administration,117
117-HB5081,Oversight and Reform,117
116-HR520,Oversight and Reform,116
117-HB6238,Natural Resources,117
117-HB6615,Energy And Commerce,117
117-HB542,Education and Labor,117
117-HB3560,Education and Labor,117
116-HR256,Foreign Affairs,116
116-HB2874,Energy And Commerce,116
116-HB2272,Ways And Means,116
116-HB1776,Natural Resources,116
117-HB8706,Agriculture,117
117-HB3072,Small Business,117
117-HB6252,Small Business,117
116-HB4122,Ways And Means,116
117-HB766,Financial Services,117
117-HB481,Financial Services,117
117-HB8839,Judiciary,117
117-HB1017,Transportation And Infrastructure,117
116-HB3408,Energy And Commerce,116
117-HB8355,Judiciary,117
116-HR47,Judiciary,116
116-HB7031,Judiciary,116
117-HB3784,"Science, Space, And Technology",117
117-HB3823,Ways And Means,117
117-HB927,Ways And Means,117
117-HR630,Judiciary,117
117-HB8587,Education and Labor,117
116-HB7097,Transportation And Infrastructure,116
116-HB2894,Ways And Means,116
117-HB5199,Armed Services,117
116-HB7886,Ways And Means,116
117-HB7374,Judiciary,117
116-HB5691,Energy And Commerce,116
116-HB4380,Education and Labor,116
117-HR1185,Foreign Affairs,117
117-HB3476,Armed Services,117
116-HB5702,Education and Labor,116
117-HB5263,Armed Services,117
116-HR549,Energy And Commerce,116
117-HR501,Judiciary,117
117-HB5722,Judiciary,117
116-HB803,Energy And Commerce,116
116-HB2188,Education and Labor,116
117-HB7281,Education and Labor,117
116-HB5242,Energy And Commerce,116
116-HB1146,Natural Resources,116
117-HR1100,Energy And Commerce,117
116-HB5433,Oversight and Reform,116
117-HB1276,Veterans' Affairs,117
117-HB212,Oversight and Reform,117
116-HR1066,Education and Labor,116
116-HB4322,Energy And Commerce,116
116-HB1942,Judiciary,116
117-HB6964,Natural Resources,117
117-HB2145,Energy And Commerce,117
116-HB2119,Energy And Commerce,116
116-HR848,Oversight and Reform,116
117-HB2110,Ways And Means,117
117-HB7083,Foreign Affairs,117
116-HB1410,Judiciary,116
117-HR237,Foreign Affairs,117
116-HB8689,Education and Labor,116
116-HB8511,Energy And Commerce,116
117-HB2144,Energy And Commerce,117
116-HB5646,Oversight and Reform,116
116-HCR41,Ways And Means,116
117-HB1331,Energy And Commerce,117
117-HB3328,Financial Services,117
116-HB5732,Veterans' Affairs,116
117-HB6446,Administration,117
117-HB7537,Energy And Commerce,117
117-HR274,Rules,117
117-HB2913,Ways And Means,117
117-HB2698,Agriculture,117
116-HB3971,Ways And Means,116
117-HR1069,Energy And Commerce,117
116-HB1064,Oversight and Reform,116
117-HR1072,Energy And Commerce,117
117-HB1651,Judiciary,117
117-HJR20,Judiciary,117
117-HB7108,Ways And Means,117
117-HB9415,Armed Services,117
117-HB6537,Education and Labor,117
117-HB6501,Judiciary,117
116-HB5046,Natural Resources,116
116-HB2946,Judiciary,116
117-HR1413,Energy And Commerce,117
116-HB5921,Oversight and Reform,116
116-HR752,Foreign Affairs,116
116-HB8580,Natural Resources,116
116-HB2187,Judiciary,116
116-HB4902,Agriculture,116
116-HB210,Oversight and Reform,116
116-HB1504,Administration,116
116-HR419,Energy And Commerce,116
117-HB2668,Energy And Commerce,117
116-HB428,Homeland Security,116
117-HB819,Foreign Affairs,117
116-HB3836,Energy And Commerce,116
117-HB2476,Transportation And Infrastructure,117
116-HB7894,Small Business,116
116-HB931,Judiciary,116
117-HB7613,Energy And Commerce,117
116-HB4946,Energy And Commerce,116
117-HB7006,Energy And Commerce,117
116-HB7743,Financial Services,116
117-HB8412,Transportation And Infrastructure,117
116-HB8727,Energy And Commerce,116
116-HB8,Judiciary,116
116-HB5093,Veterans' Affairs,116
117-HB5260,Energy And Commerce,117
116-HB2589,Homeland Security,116
116-HR17,Foreign Affairs,116
117-HB1033,Energy And Commerce,117
117-HB3498,Financial Services,117
116-HR308,Energy And Commerce,116
117-HB8840,Energy And Commerce,117
117-HB1748,Energy And Commerce,117
117-HB4229,Judiciary,117
117-HB4309,Energy And Commerce,117
117-HB1374,Energy And Commerce,117
116-HB2180,Education and Labor,116
117-HB9532,Armed Services,117
117-HR1138,Energy And Commerce,117
117-HB9188,Judiciary,117
116-HB991,Ways And Means,116
117-HB1833,Homeland Security,117
116-HB6194,Veterans' Affairs,116
116-HR672,Foreign Affairs,116
117-HB6012,"Science, Space, And Technology",117
117-HJR101,Judiciary,117
117-HB4252,Agriculture,117
117-HR121,Education and Labor,117
116-HR297,Education and Labor,116
117-HR506,Armed Services,117
117-HB5193,Transportation And Infrastructure,117
116-HB1267,Natural Resources,116
117-HB2453,Judiciary,117
117-HB7781,Energy And Commerce,117
117-HB4099,Natural Resources,117
116-HB3431,Energy And Commerce,116
116-HB5073,Oversight and Reform,116
116-HB6891,Financial Services,116
117-HB4600,Education and Labor,117
117-HB7387,Transportation And Infrastructure,117
117-HB5491,Homeland Security,117
117-HB7030,Judiciary,117
117-HB2974,Ways And Means,117
117-HB9310,Energy And Commerce,117
117-HR737,Education and Labor,117
117-HB2337,Ways And Means,117
117-HB3911,Financial Services,117
117-HB4141,Ways And Means,117
117-HB3585,Natural Resources,117
117-HB8625,Ways And Means,117
116-HB780,Oversight and Reform,116
116-HB6434,Transportation And Infrastructure,116
116-HR638,Oversight and Reform,116
117-HB4681,Judiciary,117
116-HB3050,Financial Services,116
116-HR382,Judiciary,116
116-HB5724,Veterans' Affairs,116
116-HB1076,Oversight and Reform,116
117-HB7137,Administration,117
116-HB8968,Transportation And Infrastructure,116
116-HB3236,Administration,116
117-HB8569,Judiciary,117
117-HR1094,Natural Resources,117
117-HB8396,Judiciary,117
117-HB5891,Education and Labor,117
116-HB6914,Appropriations,116
116-HB1371,Energy And Commerce,116
117-HB6444,Armed Services,117
116-HB3657,Judiciary,116
116-HB2668,Energy And Commerce,116
117-HB689,Energy And Commerce,117
117-HB4183,Transportation And Infrastructure,117
117-HB634,Oversight and Reform,117
117-HB2628,Financial Services,117
117-HB4031,Oversight and Reform,117
117-HB4037,Ways And Means,117
117-HB3339,Energy And Commerce,117
117-HB406,Natural Resources,117
117-HB1584,Judiciary,117
117-HB6671,Veterans' Affairs,117
117-HB6128,Ways And Means,117
117-HJR71,Judiciary,117
117-HR191,Rules,117
117-HB8289,Energy And Commerce,117
116-HB8001,Energy And Commerce,116
116-HB5299,Oversight and Reform,116
117-HB7477,Ways And Means,117
116-HB746,Administration,116
117-HB5526,Education and Labor,117
117-HB7770,Education and Labor,117
117-HB7107,Ways And Means,117
117-HB2803,Agriculture,117
117-HB2717,Education and Labor,117
116-HB1738,Judiciary,116
117-HB3480,Judiciary,117
117-HB6549,Financial Services,117
116-HB722,Natural Resources,116
116-HB3355,Financial Services,116
116-HR1148,Administration,116
116-HB666,Foreign Affairs,116
117-HR464,Veterans' Affairs,117
116-HB1301,Energy And Commerce,116
117-HB534,Foreign Affairs,117
116-HB8845,Energy And Commerce,116
116-HB6998,Natural Resources,116
117-HB8070,Oversight and Reform,117
116-HB6552,Energy And Commerce,116
117-HB6888,Energy And Commerce,117
117-HB2190,Veterans' Affairs,117
116-HB1695,Education and Labor,116
116-HB6559,Education and Labor,116
117-HB9192,Financial Services,117
116-HB7014,Administration,116
117-HB2380,Transportation And Infrastructure,117
117-HB3897,Judiciary,117
117-HB7536,Administration,117
117-HB3258,Energy And Commerce,117
117-HB3131,Judiciary,117
116-HB5444,Energy And Commerce,116
117-HB693,Natural Resources,117
116-HB5611,Education and Labor,116
117-HB1541,Homeland Security,117
117-HB4916,Energy And Commerce,117
117-HCR59,Foreign Affairs,117
117-HB1616,Energy And Commerce,117
116-HB3216,Armed Services,116
117-HB4976,Armed Services,117
117-HB8640,Homeland Security,117
116-HJR83,Foreign Affairs,116
116-HB8802,Ways And Means,116
116-HB3080,Energy And Commerce,116
117-HB9127,Energy And Commerce,117
117-HB4457,Ways And Means,117
116-HR197,Judiciary,116
116-HB6452,Transportation And Infrastructure,116
116-HB5695,Natural Resources,116
117-HB691,Education and Labor,117
